관리번호,공원명,공원구분,소재지도로명주소,전화번호
41135-00096,벌말공원,어린이공원,경기도 성남시 분당구 구미동 51번지,031-729-7461
41135-00097,까치마을공원,어린이공원,경기도 성남시 분당구 구미동 73번지,031-729-7461
41135-00126,샘터공원,어린이공원,경기도 성남시 분당구 백현동 584,031-729-8091
41135-00127,하얀공원,어린이공원,경기도 성남시 분당구 판교동 647,031-729-8091
41135-00128,오리공원,어린이공원,경기도 성남시 분당구 삼평동 729,031-729-8091
41135-00129,수평공원,어린이공원,경기도 성남시 분당구 삼평동 614,031-729-8091
41135-00130,구미공원,어린이공원,경기도 성남시 분당구 삼평동 620,031-729-8091
41135-00131,골안공원,어린이공원,경기도 성남시 분당구 삼평동 699,031-729-8091
41135-00125,불곡공원,어린이공원,경기도 성남시 분당구 백현동 571,031-729-8091
41135-00132,파랑새공원,어린이공원,경기도 성남시 분당구 삼평동 677,031-729-8091
41135-00136,야생화공원,체육공원,경기도 성남시 분당구 운중동 956-1 일원,031-729-4382
41135-00137,무지개공원,체육공원,경기도 성남시 분당구 운중동 954 일원,031-729-4382
41135-00139,덕봉공원,묘지공원,경기도 성남시 분당구 야탑동 산 82,031-729-4382
41135-00140,넘말공원,역사공원,경기도 성남시 분당구 판교동 499,031-729-4382
41133-00047,큰골공원,소공원,경기도 성남시 중원구 은행동 2519,037-729-6451
41133-00048,판교제1호(바람길)공원,소공원,경기도 성남시 중원구 은행동 2506,037-729-6451
41131-00003,판교제2호(물빛)공원,근린공원,경기도 성남시 수정구 시흥동 산22,031-729-4264
41131-00004,판교제3호(눈꽃)공원,체육공원,경기도 성남시 수정구 양지동 972,031-729-4272
41131-00005,판교제4호(도담)공원,근린공원,경기도 성남시 수정구 단대동 193,031-729-4272
41131-00006,판교제5호(너울)공원,근린공원,경기도 성남시 수정구 태평동 산50-1,031-729-4272
41131-00007,판교제6호(너른들)공원,근린공원,경기도 성남시 수정구 신흥동 2345,031-729-4272
41131-00008,판교제7호(미르)공원,근린공원,경기도 성남시 수정구 수진동 산41-3일원,031-729-4272
41131-00014,판교제8호(봄볕)공원,어린이공원,경기도 성남시 수정구 복정동 635,031-729-5451
41131-00015,판교제9호(바람개비)공원,어린이공원,경기도 성남시 수정구 복정동 638,031-729-5451
41131-00016,판교제10호(송현)공원,어린이공원,경기도 성남시 수정구 복정동 648,031-729-5451
41131-00018,판교제11호(삼평)공원,어린이공원,경기도 성남시 수정구 복정동 697,031-729-5451
41131-00021,판교제12호(숲안)공원,어린이공원,경기도 성남시 수정구 단대동 145-8,031-729-6451
41131-00024,판교제13호(올망졸망)공원,어린이공원,경기도 성남시 수정구 창곡동 385,031-729-4264
41131-00025,판교제14호(정자목)공원,소공원,경기도 성남시 수정구 단대동 83-24 일원,031-729-6451
41131-00066,판교제15호(보물섬)공원,역사공원,경기도 성남시 수정구 창곡동 379-2,031-729-4264
41133-00001,판교제16호(낙생)공원,근린공원,경기도 성남시 중원구 하대원동 108-4,031-729-4272
41133-00003,판교제17호(붓들)공원,근린공원,경기도 성남시 중원구 상대원동 산207,031-729-4272
41133-00004,판교제18호(빛나래)공원,근린공원,경기도 성남시 중원구 은행동 200 일원,031-729-4272
41133-00005,판교제19호(우주)공원,근린공원,경기도 성남시 중원구 금광동 산47 일원,031-729-4272
41133-00006,판교제20호(달팽이)공원,근린공원,경기도 성남시 중원구 상대원동 28 일원,031-729-4272
41133-00007,판교제21호(물방울)공원,근린공원,경기도 성남시 중원구 성남동 4553,031-729-4274
41133-00009,판교제22호(환상)공원,근린공원,경기도 성남시 중원구 여수동 187,031-729-4272
41133-00011,판교제1호체육공원공원,근린공원,경기도 성남시 중원구 도촌동 654,031-729-4272
41133-00012,판교제2호체육공원공원,근린공원,경기도 성남시 중원구 도촌동 659,031-729-4272
41133-00013,판교제3호체육공원공원,근린공원,경기도 성남시 중원구 도촌동 648,031-729-4272
41133-00015,남서울묘지공원공원,어린이공원,경기도 성남시 중원구 도촌동 653,031-729-6451
41133-00016,판교역사공원공원,어린이공원,경기도 성남시 중원구 도촌동 380-1 일원,031-729-6451
41133-00018,종알종알 공원,어린이공원,경기도 성남시 중원구 도촌동 134-1 일원,031-729-6451
41133-00019,은행제15호공원,어린이공원,경기도 성남시 중원구 도촌동 140-9 일원,031-729-6451
41133-00022,은행제16호공원,어린이공원,경기도 성남시 중원구 성남동 4456,031-729-4264
44790-00001,제1어린이공원,어린이공원,충청남도 청양군 청양읍 읍내리 216-13,041-940-2383
44790-00002,제2어린이공원,어린이공원,충청남도 청양군 청양읍 읍내리 184-11,041-940-2383
44790-00003,제3어린이공원,어린이공원,충청남도 청양군 청양읍 읍내리 167-89,041-940-2383
44790-00004,제4어린이공원,어린이공원,충청남도 청양군 청양읍 교월리 산203-1,041-940-2383
44790-00006,향교공원,근린공원,충청남도 청양군 청양읍 교월리 산5-1,041-940-2383
44790-00007,교월공원,근린공원,충청남도 청양군 청양읍 교월리 산19-1,041-940-2383
44790-00010,지천생태공원,근린공원,충청남도 청양군 청양읍 교월리 59,041-940-2383
44790-00008,벽천1공원,소공원,충청남도 청양군 청양읍벽천리 766,041-940-2383
44790-00009,벽천2공원,소공원,충청남도 청양군 청양읍 벽천리 767,041-940-2383
44790-00011,읍내1공원,소공원,충청남도 청양군 청양읍 읍내리 387-1,041-940-2383
44790-00012,읍내2공원,소공원,충청남도 청양군 청양읍 읍내리 380-1,041-940-2383
46230-00001,우산,문화공원,전라남도 광양시 광양읍 우산리 산39-6,061-797-4979
46230-00002,덕례98호,근린공원,전라남도 광양시 광양읍 덕례리 541-1,061-797-2512
46230-00003,초남2공단,근린공원,전라남도 광양시 광양읍 초남리 765,061-797-2512
46230-00004,구산1,어린이공원,전라남도 광양시 광양읍 구산리 766,061-797-2512
46230-00005,구산2,어린이공원,전라남도 광양시 광양읍 칠성리 993-1,061-797-2512
46230-00006,구산3,어린이공원,전라남도 광양시 광양읍 칠성리 1005-5,061-797-2512
46230-00007,구산29,어린이공원,전라남도 광양시 광양읍 구산리 844-1,061-797-2512
46230-00008,구산30,어린이공원,전라남도 광양시 광양읍 구산리 792-1,061-797-2512
46230-00009,구산31,어린이공원,전라남도 광양시 광양읍 구산리 813-1,061-797-2512
46230-00010,구산32,어린이공원,전라남도 광양시 광양읍 구산리 825-4,061-797-2512
46230-00011,칠성5,어린이공원,전라남도 광양시 광양읍 칠성리 960,061-797-2512
46230-00012,칠성6,어린이공원,전라남도 광양시 광양읍 칠성리 949-5,061-797-2512
46230-00013,칠성7,어린이공원,전라남도 광양시 광양읍 칠성리 944-4,061-797-2512
46230-00014,칠성8,어린이공원,전라남도 광양시 광양읍 칠성리 936-1,061-797-2512
46230-00015,칠성9,어린이공원,전라남도 광양시 광양읍 칠성리 928-3,061-797-2512
46230-00016,칠성11,어린이공원,전라남도 광양시 광양읍 칠성리 1002-1,061-797-2512
46230-00017,호북,어린이공원,전라남도 광양시 광양읍 칠성리 252,061-797-2512
46230-00018,인서1,어린이공원,전라남도 광양시 광양읍 인서리 479-1,061-797-2512
46230-00019,인서2,어린이공원,전라남도 광양시 광양읍 인서리 463-4,061-797-2512
46230-00020,덕례1,어린이공원,전라남도 광양시 광양읍 덕례리 1697,061-797-2512
46230-00021,덕례2,어린이공원,전라남도 광양시 광양읍 덕례리 1733-1,061-797-2512
46230-00022,예구,어린이공원,전라남도 광양시 광양읍 덕례리 1789-1,061-797-2512
46230-00023,덕산,어린이공원,전라남도 광양시 광양읍 덕례리 1781-1,061-797-2512
46230-00024,덕례5,어린이공원,전라남도 광양시 광양읍 덕례리 1667,061-797-2512
46230-00025,용강1,어린이공원,전라남도 광양시 광양읍 용강리 886-1,061-797-2512
46230-00026,용강2,어린이공원,전라남도 광양시 광양읍 용강리 867,061-797-2512
46230-00027,용강3,어린이공원,전라남도 광양시 광양읍 용강리 875-1,061-797-2512
46230-00028,용강4,어린이공원,전라남도 광양시 광양읍 용강리 900-4,061-797-2512
46230-00029,용강5,어린이공원,전라남도 광양시 광양읍 용강리 917,061-797-2512
46230-00030,4호,기타,전라남도 광양시 광양읍 덕례리 1667,061-797-2512
46230-00031,16호,기타,전라남도 광양시 옥곡면 신금리 874-4,061-797-2512
46230-00032,19호,기타,전라남도 광양시 옥곡면 신금리 1507-23,061-797-2512
46230-00033,25호,기타,전라남도 광양시 광양읍 읍내리 202-2,061-797-2512
46230-00034,교통광장,기타,전라남도 광양시 광양읍 인동리 375-2,061-797-2512
46230-00035,백학광장,기타,전라남도 광양시 진상면 비평리 353,061-797-2512
46230-00036,소공원,기타,전라남도 광양시 광양읍 목성리 737,061-797-2512
46230-00037,장동폐도부지체육공원,기타,전라남도 광양시 옥곡면 신금리 917-1,061-797-2512
46230-00038,수어댐하류시민공원,기타,전라남도 광양시 진상면 섬거리 97-3,061-797-2512
46230-00039,인서소공원,기타,전라남도 광양시 광양읍 인서리 114,061-797-2512
46230-00040,신금산단,소공원,전라남도 광양시 옥곡면 신금리 1598,061-797-2512
46230-00041,목성소공원,소공원,전라남도 광양시 광양읍 목성리 988-2,061-797-2512
46230-00042,덕례생태공원,기타,전라남도 광양시 광양읍 덕례리 1779-1,061-797-2512
46230-00043,익신산단1,소공원,전라남도 광양시 광양읍 익신리 745,061-797-2512
46230-00044,익신산단2,소공원,전라남도 광양시 광양읍 익신리 751,061-797-2512
46230-00045,서산,근린공원,전라남도 광양시 광양읍 덕례리 산1,061-797-2512
46230-00046,중동,근린공원,전라남도 광양시 중동 1673,061-797-3729
46230-00047,마동,근린공원,전라남도 광양시 마동 700-10,061-797-3729
46230-00048,마동(현충탑),근린공원,전라남도 광양시 중동 산109-8,061-797-3729
46230-00049,광영,근린공원,전라남도 광양시 광영동 산41-3,061-797-3729
46230-00050,명당제2,수변공원,전라남도 광양시 태인동 1707,061-797-3729
46230-00051,배알도,수변공원,전라남도 광양시 태인동 1629-10,061-797-3729
46230-00052,해양,근린공원,전라남도 광양시 중동 1894,061-797-3729
46230-00053,가야산,근린공원,전라남도 광양시 광영동 산60 일원,061-797-3729
46230-00054,삼봉,근린공원,전라남도 광양시 태인동 산22-10 일원,061-797-3729
46230-00055,명당2지구,근린공원,전라남도 광양시 태인동 1738,061-797-3729
46230-00056,중동1,어린이공원,전라남도 광양시 중동 1297-1,061-797-3729
46230-00057,중동2,어린이공원,전라남도 광양시 중동 1378,061-797-3729
46230-00058,중동4,어린이공원,전라남도 광양시 중동 1599,061-797-3729
46230-00059,중동14,어린이공원,전라남도 광양시 중동 1738,061-797-3729
46230-00060,중동15,어린이공원,전라남도 광양시 중동 1749-1,061-797-3729
46230-00061,중동16,어린이공원,전라남도 광양시 중동 1762-1,061-797-3729
46230-00062,중동17,어린이공원,전라남도 광양시 중동 1774-5,061-797-3729
46230-00063,하광,어린이공원,전라남도 광양시 광영동 686,061-797-3729
46230-00064,상광,어린이공원,전라남도 광양시 광영동 773,061-797-3729
46230-00065,월광,어린이공원,전라남도 광양시 광영동 756,061-797-3729
46230-00066,광영,어린이공원,전라남도 광양시 광영동 733-2,061-797-3729
46230-00067,광영1,어린이공원,전라남도 광양시 광영동 산55,061-797-3729
46230-00068,도촌,어린이공원,전라남도 광양시 광영동 836-7,061-797-3729
46230-00069,성황,어린이공원,전라남도 광양시 도이동 786,061-797-3729
46230-00070,중동,어린이공원,전라남도 광양시 중동 1543,061-797-3729
46230-00071,광영1,기타,전라남도 광양시 광영동 616-2,061-797-3729
46230-00072,광영2,기타,전라남도 광양시 광영동 산20-6,061-797-3729
46230-00073,중동3,기타,전라남도 광양시 중동 1820,061-797-3729
46230-00074,태인5,기타,전라남도 광양시 태인동 1350-13,061-797-3729
46230-00075,중동6,기타,전라남도 광양시 중군동 산125-7,061-797-3729
46230-00076,중동7,기타,전라남도 광양시 중동 1454,061-797-3729
